FMTM,WSF2,WSF5,SNOW,PRCP,WT08,DATE,WDF2,AWND,WDF5,PGTM,WT01,TMAX,WESD,WT02,WT13,TMIN,WT16,WT14,WT11,WT18,WT22,WT09,WT04,WT15,WT06,WT17,WT03,WT05,TSUN,WT10,WT21,WT19,RHMX,ASLP,RHAV,ASTP,RHMN,AWBT,ADPT,WT07
,   63,   76,    0,    0,,2021-03-10,  140,   28,  130,,,22.8,,,,6.7,,,,,,,,,,,,,,,,,   73,10291,   47,10268,   20,   83,   17,
,   67,   98,    0,    0,,2021-03-09,  250,   29,  250,,,22.2,,,,2.8,,,,,,,,,,,,,,,,,   71,10291,   45,10268,   22,   61,  -11,
,   72,   98,    0,    0,,2021-03-08,  320,   23,  300,,,12.8,,,,-1.6,,,,,,,,,,,,,,,,,   64,10318,   41,10295,   16,   11,  -78,
,   94,  125,    0,    0,,2021-03-07,  320,   35,  320,,,8.9,,,,-2.1,,,,,,,,,,,,,,,,,   59,10281,   39,10251,   25,   -6,  -94,
,  107,  143,    0,    0,,2021-03-06,  320,   43,  310,,,9.4,,,,-1.6,,,,,,,,,,,,,,,,,   54,10217,   41,10186,   30,   -6,  -83,
,  112,  157,    0,    0,,2021-03-05,  320,   62,  320,,,6.7,,,,-2.1,,,,,,,,,,,,,,,,,   47,10186,   36,10166,   28,  -22, -117,
,  130,  170,    0,    0,,2021-03-04,  340,   66,  310,,,13.3,,,,1.1,,,,,,,,,,,,,,,,,   73,10139,   45,10108,   31,   33,  -39,
,   89,  112,    0,    0,,2021-03-03,  280,   32,  290,,,15.6,,,,-1.0,,,,,,,,,,,,,,,,,   79,10149,   48,10135,   19,   28,  -44,
,   98,  152,    0,    0,,2021-03-02,  330,   50,  350,,,7.8,,,,-0.5,,,,,,,,,,,,,,,,,   54,10237,   40,10210,   25,  -11,  -94,
,  112,  174,    0,   74,,2021-03-01,  290,   44,  320,,    1,11.1,,,,4.4,,,,,,,,,,,,,,,,,   97,10108,   70,10081,   33,   56,   22,
,   54,   81,    0,  213,,2021-02-28,  100,   15,  130,,    1,8.9,,,,6.7,,,,,,,,,,,,,,,,,  100,10207,   90,10176,   40,   67,   56,
,   63,   89,    0,   48,,2021-02-27,  260,   26,  260,,    1,12.2,,,,3.3,,,,,,,,,,,,,,,,,   93,10224,   86,10200,   69,   56,   44,
,   94,  134,    0,   48,,2021-02-26,  190,   33,  180,,    1,10.6,,,,3.3,,,,,,,    1,,,,,,,,,,   93,10298,   56,10274,   31,   28,  -28,
,  139,  188,    0,    0,,2021-02-25,  330,   46,  320,,,15.0,,,,4.4,,,,,,,,,,,,,,,,,   70,10217,   42,10173,   23,   44,  -33,
,   89,  121,    0,    0,,2021-02-24,  170,   38,  170,,,15.6,,,,0.0,,,,,,,,,,,,,,,,,   85,10152,   57,10135,   36,   50,    0,
,  130,  197,    0,    0,,2021-02-23,  290,   42,  290,,    1,15.6,,    1,,-1.0,,,,,,,,,,,,,,,,,   97,10102,   67,10075,   39,   39,    0,
,   94,  116,    0,  104,,2021-02-22,  170,   43,  170,,    1,5.0,,,,0.0,,,,,,,    1,,    1,,,,,,,,   97,10169,   83,10163,   56,    0,  -17,
,   67,   98,    0,    0,,2021-02-21,  170,   34,  330,,,3.9,,,,-3.8,,,,,,,,,,,,,,,,,   58,10345,   48,10322,   36,  -33, -100,
,  112,  174,    0,    0,,2021-02-20,  290,   63,  300,,,1.1,,,,-2.7,,,,,,,,,,,,,,,,,   61,10264,   46,10230,   38,  -44, -117,
,   98,  130,    3,   10,,2021-02-19,  330,   55,  320,,    1,4.4,,,,-1.0,,,,,,,,,    1,,,,,,,,   92,10207,   78,10183,   59,    0,  -22,
,   81,   94,   15,  117,    1,2021-02-18,   10,   47,   10,,    1,0.0,,,,-2.7,,,,,,,    1,,    1,,,,,,,,   92,10264,   82,10247,   51,  -22,  -39,
,   98,  130,    0,    0,,2021-02-17,  330,   36,  330,,,3.3,,,,-3.2,,,,,,,,,,,,,,,,,   57,10291,   46,10257,   36,  -39, -111,
,  116,  161,    0,  114,,2021-02-16,  310,   41,  320,,    1,7.2,,,,-1.6,,,,,,,,,,,,,,,,,   97,10098,   76,10061,   48,   17,  -11,
,   72,   94,    0,  132,    1,2021-02-15,  360,   32,   10,,    1,5.6,,,,1.7,,,,,,,,,,,,,,,,,   97,10200,   80,10186,   68,   17,   -6,
,   63,   72,    0,    0,    1,2021-02-14,  360,   36,  360,,    1,3.3,,,,-1.6,,,,,,,,,    1,,,,,,,,   92,10237,   83,10213,   70,    0,  -17,
,   72,   89,    5,  114,,2021-02-13,  360,   47,   10,,    1,-0.5,,,,-1.6,,,,,,,    1,,    1,,,,,,,,   89,10237,   77,10217,   54,  -22,  -50,
,   72,   89,    0,    0,    1,2021-02-12,   40,   37,   30,,,0.0,,,,-1.6,,,,,,,,,,,,,,,,,   79,10264,   66,10240,   58,  -28,  -67,
,   67,   81,    3,   36,    1,2021-02-11,   40,   42,   40,,    1,2.2,,,,0.0,,,,,,,    1,,,,,,,,,,   97,10240,   85,10210,   69,    6,  -11,
,   58,   76,   15,   58,,2021-02-10,  360,   27,  360,,    1,6.7,,,,1.1,,,,,,,    1,,,,,,,,,,   93,10264,   73,10237,   53,   11,  -22,
,   76,   98,    0,    0,,2021-02-09,  360,   30,  350,,,10.6,,,,-0.5,,,,,,,,,,,,,,,,,   79,10230,   65,10207,   48,   17,  -22,
,   81,   98,    0,    0,,2021-02-08,   20,   36,   10,,,3.9,,,,-3.8,,,,,,,,,,,,,,,,,   67,10291,   48,10261,   37,  -33, -106,
,   94,  139,    8,  124,,2021-02-07,  330,   42,  290,,    1,6.7,,,,-2.1,,,,,,,,,,,,,,,,,   96,10159,   71,10129,   38,   11,  -22,
,   94,  125,    0,    0,,2021-02-06,  250,   34,  250,,,11.7,,,,0.6,,,,,,,,,,,,,,,,,   70,10179,   47,10146,   32,   17,  -50,
,  103,  143,    0,   18,,2021-02-05,  330,   53,  310,,,13.9,,,,2.2,,,,,,,,,,,,,,,,,   86,10068,   52,10044,   29,   33,  -22,
,   76,  112,    0,    0,,2021-02-04,  310,   32,  320,,,10.0,,,,-0.5,,,,,,,,,,,,,,,,,   50,10146,   39,10122,   20,   -6,  -94,
,  112,  192,    0,    0,,2021-02-03,  320,   68,  300,,,6.1,,,,0.0,,,,,,,,,,,,,,,,,   73,10061,   57,10024,   46,    0,  -50,
,  134,  201,   18,   10,,2021-02-02,  330,   75,  330,,    1,2.8,,,,0.0,,,,,,,,,,,,,,,,,   89,10024,   74,10000,   57,   -6,  -28,
,  103,  157,    5,   36,,2021-02-01,  340,   70,  320,,    1,1.1,,,,-1.6,,,,,,,    1,,    1,,,,,,,,   89,10081,   88,10064,   85,   -6,  -17,
,   89,  112,   58,   99,,2021-01-31,   30,   40,   20,,    1,1.1,,    1,,-1.0,,,,,,,    1,,    1,,,,,,,,   92,10207,   86,10196,   49,  -11,  -28,
,   67,   94,    0,    0,,2021-01-30,  320,   30,  280,,,4.4,,,,-4.3,,,,,,,,,,,,,,,,,   56,10278,   46,10254,   33,  -39, -111,
,  134,  192,    0,    0,,2021-01-29,  350,   73,  340,,,0.6,,,,-4.3,,,,,,,,,,,,,,,,,   51,10261,   41,10234,   35,  -50, -133,
,  143,  197,    0,    0,,2021-01-28,  330,   92,  340,,,2.8,,,,-2.7,,,,,,,,,,,,,,,,,   59,10234,   45,10196,   32,  -33, -106,
,   94,  134,    0,    0,,2021-01-27,   10,   44,  330,,    1,7.2,,,,2.2,,,,,,,,,,,,,,,,,   97,10186,   69,10152,   53,   22,  -11,
,   58,   67,    0,   18,,2021-01-26,   50,   20,   50,,    1,3.3,,,,0.0,,,,,,,,,    1,,,,,,,,   97,10135,   94,10115,   89,   11,    6,
,   58,   67,    8,   46,,2021-01-25,   50,   29,   50,,    1,3.9,,,,0.0,,,,,,,,,    1,,,,,,,,   92,10193,   64,10173,   50,    0,  -44,
,   72,   98,    0,    0,,2021-01-24,  320,   28,  330,,,3.3,,,,-3.8,,,,,,,,,,,,,,,,,   55,10251,   45,10234,   36,  -33, -106,
,  125,  165,    0,    0,    1,2021-01-23,  340,   71,  330,,,3.9,,,,-3.2,,,,,,,,,,,,,,,,,   56,10230,   40,10193,   28,  -33, -122,
,   98,  139,    0,    0,,2021-01-22,  320,   47,  310,,,11.1,,,,0.6,,,,,,,,,,,,,,,,,   85,10108,   50,10068,   29,   17,  -50,
,   76,  125,    0,    0,,2021-01-21,  250,   31,  270,,,12.8,,,,-2.7,,,,,,,,,,,,,,,,,   78,10095,   54,10085,   32,   11,  -44,
,  130,  219,    0,    0,,2021-01-20,  290,   49,  320,,,7.8,,,,-0.5,,,,,,,,,,,,,,,,,   76,10176,   50,10152,   34,    6,  -56,
,   98,  143,    0,    0,,2021-01-19,  250,   36,  290,,,11.7,,,,0.6,,,,,,,,,,,,,,,,,   79,10207,   46,10179,   22,   11,  -61,
,  103,  139,    0,    0,,2021-01-18,  280,   38,  280,,,8.9,,,,1.1,,,,,,,,,,,,,,,,,   76,10125,   53,10085,   37,   11,  -50,
,   81,  112,    0,    0,,2021-01-17,  240,   42,  200,,,9.4,,,,0.6,,,,,,,,,,,,,,,,,   67,10081,   57,10051,   43,   17,  -33,
,   94,  139,    0,    0,,2021-01-16,  260,   43,  250,,,9.4,,,,1.1,,,,,,,,,,,,,,,,,   93,10020,   63, 9993,   41,   28,  -11,
,   81,  121,    0,   43,    1,2021-01-15,  110,   31,   90,,    1,11.7,,,,0.6,,,,,,,,,,,,,,,,,   93,10091,   78,10075,   59,   50,   28,
,   72,   94,    0,    0,,2021-01-14,  330,    9,  340,,    1,13.3,,,,-0.5,,,,,,,,,,,,,,,,,   96,10105,   66,10081,   35,   28,  -11,
,   45,   54,    0,    0,,2021-01-13,  180,   14,  180,,,10.6,,,,-2.1,,,,,,,,,,,,,,,,,   89,10166,   71,10149,   50,   22,  -11,
,   45,   67,    0,    0,,2021-01-12,  330,   15,  320,,    1,9.4,,,,-1.6,,,,,,,,,,,,,,,,,   92,10213,   71,10190,   41,   11,  -22,
,   40,   58,    0,    0,,2021-01-11,  170,   15,  190,,,6.7,,,,-1.6,,,,,,,,,,,,,,,,,   82,10251,   72,10227,   56,    6,  -22,
,   72,  103,    0,    0,,2021-01-10,  320,   31,  330,,,10.0,,,,1.1,,,,,,,,,,,,,,,,,   70,10244,   51,10210,   35,   11,  -50,
,  112,  152,    0,    0,,2021-01-09,  350,   68,  350,,,8.9,,,,0.0,,,,,,,,,,,,,,,,,   64,10156,   44,10122,   27,    0,  -78,
,   72,   89,    0,    0,,2021-01-08,  340,   38,   30,,,3.9,,,,0.6,,,,,,,,,,,,,,,,,   70,10159,   64,10146,   57,   -6,  -44,
,   98,  143,    0,    0,    1,2021-01-07,  320,   47,  330,,,8.9,,,,0.6,,,,,,,,,,,,,,,,,   73,10220,   59,10193,   44,   17,  -33,
,  107,  148,    0,    0,,2021-01-06,  330,   58,  330,,,6.7,,,,2.8,,,,,,,,,,,,,,,,,   73,10203,   63,10169,   57,   22,  -17,
,   67,   89,    0,    8,,2021-01-05,  320,   29,  310,,    1,6.1,,,,3.9,,,,,,,,,,,,,,,,,   86,10146,   79,10119,   71,   33,   17,
,   58,   63,    0,    0,,2021-01-04,   20,   25,   20,,,8.3,,,,1.1,,,,,,,,,,,,,,,,,   93,10159,   78,10135,   68,   33,   11,
,   63,   81,    0,   71,,2021-01-03,  340,   33,  340,,    1,6.7,,,,2.8,,,,,,,,,,,,,,,,,   93,10156,   88,10132,   74,   39,   28,
,   89,  121,    0,    0,,2021-01-02,  330,   34,  330,,    1,14.4,,,,2.8,,,,,,,,,,,,,,,,,  100,10152,   80,10129,   57,   56,   39,
,   89,  107,    0,  206,,2021-01-01,  110,   38,  100,,    1,5.0,,,,2.2,,,,,,,,,,,,,,,,,   93,10271,   77,10261,   60,   17,   -6,
,   94,  134,    0,    0,,2020-12-31,  200,   51,  170,,,12.8,,,,5.0,,,,,,,,,,,,,,,,,   86,10224,   70,10186,   53,   61,   33,
,   98,  134,    0,    0,,2020-12-30,  200,   47,  200,,,7.8,,,,-0.5,,,,,,,,,,,,,,,,,   77,10284,   54,10274,   40,   11,  -44,
,  125,  165,    0,    0,,2020-12-29,  330,   50,  330,,,6.1,,,,0.0,,,,,,,,,,,,,,,,,   60,10322,   45,10284,   28,    0,  -72,
,   94,  116,    0,    0,,2020-12-28,  330,   41,  340,,,11.1,,,,1.7,,,,,,,,,,,,,,,,,   85,10220,   64,10196,   49,   33,    0,
,   63,   81,    0,    0,,2020-12-27,  180,   26,  170,,,6.1,,,,-3.2,,,,,,,,,,,,,,,,,   82,10254,   61,10227,   45,  -11,  -56,
,   72,  107,    0,    0,,2020-12-26,  260,   40,  250,,,2.8,,,,-4.9,,,,,,,,,,,,,,,,,   58,10176,   46,10142,   37,  -44, -117,
,  112,  152,    0,   46,,2020-12-25,  320,   58,  330,,    1,13.9,,,,-4.3,,,,,,,,,,,,,,,,,   93,10054,   61,10010,   44,   -6,  -56,
,  112,  161,    0,  330,,2020-12-24,  250,   44,  250,,    1,16.7,,,,5.6,,,,,,,,,,,,,,,,,   96,10108,   85,10112,   73,  106,   94,
,   72,   89,    0,    0,,2020-12-23,  170,   29,  170,,,8.9,,,,0.0,,,,,,,,,,,,,,,,,   85,10274,   70,10251,   52,   28,   -6,
,  139,  192,    0,    3,,2020-12-22,  290,   50,  300,,    1,10.6,,,,3.9,,,,,,,,,,,,,,,,,   96,10166,   61,10119,   43,   44,    0,
,   54,   63,    0,    8,    1,2020-12-21,  180,   26,  170,,    1,7.8,,,,4.4,,,,,,,,,,,,,,,,,   93,10108,   85,10091,   71,   44,   33,
,   89,  112,    0,    0,,2020-12-20,  170,   30,  160,,,6.7,,,,1.7,,,,,,,,,,,,,,,,,   86,10193,   80,10179,   71,   33,   11,
,   45,   54,    0,    0,,2020-12-19,   50,   22,   40,,,2.8,,,,-2.1,,,,,,,,,,,,,,,,,   82,10291,   73,10268,   67,  -11,  -39,
,   58,   67,    0,    0,,2020-12-18,   20,   31,   10,,,3.9,,,,-1.6,,,,,,,,,,,,,,,,,   82,10271,   72,10237,   67,    0,  -28,
,  103,  148,    0,    3,,2020-12-17,  330,   45,  310,,    1,5.0,,,,-2.1,,,,,,,,,,,,,,,,,   89,10166,   73,10125,   57,   -6,  -33,
,  112,  148,    0,  282,,2020-12-16,   10,   64,  300,,    1,2.8,,,,0.0,,,,,,,    1,,,,,,,,,,   97,10190,   80,10183,   66,    0,  -22,
,   67,   85,    0,    0,,2020-12-15,  330,   34,  340,,,6.1,,,,0.0,,,,,,,,,,,,,,,,,   64,10271,   53,10240,   43,   -6,  -61,
,  103,  134,    0,  269,,2020-12-14,  340,   48,  330,,    1,7.8,,,,2.8,,,,,,,,,,,,,,,,,   89,10159,   76,10129,   57,   39,   11,
,   72,   85,    0,    0,,2020-12-13,   10,   40,   10,,,18.9,,,,6.7,,,,,,,,,,,,,,,,,   86,10163,   68,10132,   46,   89,   61,
,   81,  112,    0,    0,,2020-12-12,  200,   34,  190,,    1,17.2,,    1,,4.4,,,,,,,,,,,,,,,,,   97,10166,   79,10146,   56,   89,   67,
,   72,  107,    0,    0,,2020-12-11,  200,   26,  180,,    1,16.1,,,,1.7,,,,,,,,,,,,,,,,,   93,10213,   73,10190,   47,   61,   33,
,   54,   58,    0,    0,    1,2020-12-10,  170,   12,  170,,    1,10.6,,,,0.0,,,,,,,,,,,,,,,,,   89,10207,   74,10173,   54,   28,    6,
,   58,   81,    0,    0,,2020-12-09,  200,   23,  290,,,7.2,,,,-1.0,,,,,,,,,,,,,,,,,   79,10129,   63,10108,   49,    6,  -39,
,  103,  157,    0,    0,,2020-12-08,  320,   60,  290,,,8.3,,,,0.6,,,,,,,,,,,,,,,,,   57,10125,   49,10095,   37,    0,  -61,
,   76,  116,    0,    0,,2020-12-07,  310,   37,  310,,,5.6,,,,0.0,,,,,,,,,,,,,,,,,   67,10112,   57,10091,   47,   -6,  -56,
,  112,  215,    0,    0,,2020-12-06,  340,   57,  340,,,8.9,,,,1.1,,,,,,,,,,,,,,,,,   64,10149,   52,10125,   42,   11,  -44,
,  134,  188,    0,  208,,2020-12-05,  330,   70,  330,,    1,9.4,,,,6.1,,,,,,,,,,,,,,,,,   97,10112,   64,10078,   42,   50,   11,
,   67,   94,    0,  107,,2020-12-04,  200,   29,  200,,    1,11.7,,,,8.3,,,,,,,,,,,,,,,,,   97,10169,   63,10146,   46,   67,   22,
,   63,   85,    0,    0,,2020-12-03,  210,   18,  170,,,12.2,,,,-0.5,,,,,,,,,,,,,,,,,   76,10247,   54,10224,   30,   28,  -22,
,  107,  170,    0,    0,,2020-12-02,  290,   47,  290,,,10.0,,,,2.2,,,,,,,,,,,,,,,,,   64,10196,   45,10163,   31,   17,  -56,
,  103,  134,    0,    5,,2020-12-01,  260,   48,  260,,,9.4,,,,4.4,,,,,,,,,,,,,,,,,   79,10068,   54,10030,   40,   33,  -22,
,   94,  139,    0,  607,,2020-11-30,  210,   36,  220,,    1,18.3,,,,8.9,,,,,,,,,,,    1,,,,,,   96,10003,   83, 9993,   61,  122,  111,
,   54,   67,    0,    0,,2020-11-29,  190,   21,  210,,,14.4,,,,2.8,,,,,,,,,,,,,,,,,   80,10210,   61,10186,   42,   56,   17,
,   94,  134,    0,    0,,2020-11-28,  300,   27,  290,,,16.1,,,,7.8,,,,,,,,,,,,,,,,,   90,10183,   59,10152,   33,   78,   28,
,   31,   40,    0,    0,,2020-11-27,  330,   11,  330,,,16.1,,,,10.6,,,,,,,,,,,,,,,,,   83,10179,   69,10159,   60,  106,   83,
,   72,  103,    0,    8,,2020-11-26,  210,   28,  200,,    1,19.4,,,,10.6,,,,,,,,,,,,,,,,,   97,10169,   79,10146,   63,  128,  111,
,   89,  121,    0,    3,,2020-11-25,  210,   41,  190,,    1,13.9,,,,6.7,,,,,,,,,,,,,,,,,   87,10247,   70,10234,   53,   78,   50,
,   63,   89,    0,    0,,2020-11-24,  160,   28,  290,,,11.1,,,,3.3,,,,,,,,,,,,,,,,,   66,10284,   51,10261,   35,   39,  -17,
,  139,  215,    0,    5,,2020-11-23,  320,   67,  290,,    1,15.0,,,,7.2,,,,,,,,,,,,,,,,,   97,10200,   58,10169,   37,   72,   22,
,   67,   85,    0,    0,,2020-11-22,   60,   34,   40,,,15.0,,,,10.6,,,,,,,,,,,,,,,,,   93,10247,   71,10234,   57,  100,   72,
,   40,   49,    0,    0,,2020-11-21,   50,   10,   80,,,17.8,,,,7.2,,,,,,,,,,,,,,,,,   86,10281,   70,10254,   58,  100,   72,
,   72,   89,    0,    0,,2020-11-20,  170,   31,  180,,,17.8,,,,5.6,,,,,,,,,,,,,,,,,   83,10288,   57,10264,   38,   67,   22,
,   94,  134,    0,    0,,2020-11-19,  200,   44,  190,,,11.7,,,,0.0,,,,,,,,,,,,,,,,,   82,10345,   58,10325,   39,   28,  -17,
,  103,  130,    0,    0,,2020-11-18,  340,   49,  310,,,7.2,,,,1.7,,,,,,,,,,,,,,,,,   67,10339,   50,10305,   41,    6,  -56,
,  130,  201,    0,    0,,2020-11-17,  320,   58,  340,,,13.9,,,,3.3,,,,,,,,,,,,,,,,,   65,10196,   46,10163,   33,   33,  -33,
,   98,  148,    0,    0,,2020-11-16,  300,   49,  250,,,16.7,,,,9.4,,,,,,,,,,,,,,,,,   48,10169,   31,10142,   19,   56,  -44,
,  134,  183,    0,   66,,2020-11-15,  300,   51,  320,,,21.7,,,,8.9,,,,,,,,,,,,,,,,,   80,10146,   69,10129,   46,  117,   89,
,   58,   85,    0,    0,,2020-11-14,  340,   26,  360,,,16.1,,,,5.6,,,,,,,,,,,,,,,,,   85,10227,   57,10196,   35,   72,   28,
,   72,  103,    0,    0,,2020-11-13,  340,   28,  330,,,16.7,,,,9.4,,,,,,,,,,,,,,,,,   83,10173,   64,10146,   45,   89,   56,
,   98,  121,    0,  226,,2020-11-12,  360,   47,   10,,    1,20.0,,,,10.6,,,,,,,,,,,,,,,,,  100,10156,   83,10125,   69,  133,  122,
,   58,   81,    0,  513,,2020-11-11,  180,   37,  170,,    1,21.1,,,,16.1,,,,,,,,,,,,,,,,,  100,10156,   96,10139,   90,  183,  183,
,   63,   89,    0,    0,,2020-11-10,  170,   29,  180,,,24.4,,,,12.2,,,,,,,,,,,,,,,,,   97,10220,   81,10200,   60,  156,  139,
,   40,   54,    0,    0,,2020-11-09,  190,   22,  170,,    1,23.9,,,,11.1,,,,,,,,,,,,,,,,,  100,10268,   80,10247,   56,  144,  128,
,   45,   54,    0,    0,    1,2020-11-08,  160,    9,  160,,    1,23.3,,,,9.4,,,,,,,,,,,,,,,,,   93,10284,   78,10257,   55,  133,  117,
,   36,   45,    0,    0,    1,2020-11-07,  190,   14,  180,,    1,23.3,,,,8.3,,,,,,,,,,,,,,,,,   93,10264,   72,10237,   37,  111,   89,
,   45,   63,    0,    0,,2020-11-06,  180,   17,  180,,    1,21.1,,,,9.4,,,,,,,,,,,,,,,,,   96,10261,   77,10237,   45,  117,   94,
,   58,   72,    0,    0,    1,2020-11-05,  160,   21,  170,,    1,20.6,,,,8.3,,,,,,,,,,,,,,,,,   97,10291,   72,10268,   42,  106,   83,
,   58,   81,    0,    0,,2020-11-04,  180,   25,  180,,,19.4,,,,5.6,,,,,,,,,,,,,,,,,   90,10305,   70,10274,   40,   89,   56,
,   98,  157,    0,    0,,2020-11-03,  310,   38,  300,,,18.9,,,,3.9,,,,,,,,,,,,,,,,,   74,10213,   42,10176,   26,   56,  -22,
,  157,  210,    0,    0,,2020-11-02,  310,   68,  320,,,10.0,,,,3.9,,,,,,,,,,,,,,,,,   51,10183,   41,10156,   30,   17,  -61,
,  157,  215,    0,  132,,2020-11-01,  320,   56,  320,,    1,15.0,,,,5.6,,,,,,,,,,,,,,,,,   93,10163,   73,10149,   35,   89,   56,
,   81,   98,    0,    0,,2020-10-31,  360,   36,  360,,,10.6,,,,5.0,,,,,,,,,,,,,,,,,   82,10312,   68,10284,   61,   61,   28,
,   98,  130,    0,   79,,2020-10-30,  350,   57,  360,,    1,12.8,,,,8.9,,,,,,,,,,,,,,,,,   93,10152,   76,10102,   62,   83,   67,
,   94,  116,    0,  574,,2020-10-29,  320,   47,  320,,    1,17.8,,,,11.1,,,,,,,,,,,,,,,,,   97,10041,   92,10027,   84,  133,  133,
,   67,   94,    0,    0,,2020-10-28,  190,   31,  190,,    1,21.7,,,,16.7,,,,,,,,,,,,,,,,,   93,10163,   86,10146,   76,  172,  161,
,   54,   63,    0,    0,,2020-10-27,  190,   19,  190,,    1,18.9,,,,14.4,,,,,,,,,,,,,,,,,   97,10213,   82,10190,   66,  144,  133,
,   63,   72,    0,    0,    1,2020-10-26,  350,   20,  340,,    1,16.7,,,,8.9,,,,,,,,,,,,,,,,,   96,10207,   88,10183,   78,  117,  111,
,   72,   98,    0,  114,,2020-10-25,   50,   50,   50,,    1,13.9,,,,8.3,,,,,,,,,,,,,,,,,   93,10224,   84,10196,   57,   83,   67,
,   81,  103,    0,    0,,2020-10-24,  340,   43,  340,,,25.6,,,,13.9,,,,,,,,,,,,,,,,,   93,10156,   74,10132,   57,  161,  139,
,   58,   72,    0,    0,,2020-10-23,  170,   30,  150,,    1,25.0,,    1,,17.2,,,,,,,,,,,,,,,,,  100,10200,   82,10183,   58,  178,  167,
,   36,   45,    0,    0,,2020-10-22,  190,   22,  190,,    1,26.7,,    1,,15.6,,,,,,,,,,,,,,,,,  100,10230,   83,10207,   58,  183,  172,
,   45,   58,    0,    3,,2020-10-21,  170,   21,  180,,    1,24.4,,    1,,16.7,,,,,,,,,,,,,,,,,  100,10237,   91,10213,   76,  189,  183,
,   54,   72,    0,    0,,2020-10-20,  180,   20,  180,,    1,24.4,,    1,,15.0,,,,,,,,,,,,,,,,,   97,10234,   84,10213,   58,  167,  156,
,   58,   72,    0,    0,,2020-10-19,  190,   25,  200,,,22.2,,,,13.9,,,,,,,,,,,,,,,,,   93,10251,   78,10234,   59,  150,  133,
,   67,   89,    0,    0,,2020-10-18,  170,   21,  180,,,18.9,,,,7.2,,,,,,,,,,,,,,,,,   89,10288,   72,10268,   50,  111,   83,
,   63,   94,    0,    0,,2020-10-17,  350,   29,  320,,,17.8,,,,7.2,,,,,,,,,,,,,,,,,   79,10278,   58,10244,   29,   83,   33,
,   89,  116,    0,   41,,2020-10-16,  350,   44,  360,,    1,19.4,,,,11.7,,,,,,,,,,,,,,,,,   84,10200,   71,10169,   58,  117,   94,
,   98,  134,    0,    0,,2020-10-15,  210,   51,  230,,,24.4,,,,13.3,,,,,,,,,,,,,,,,,   84,10149,   73,10125,   54,  161,  139,
,   63,   85,    0,    0,,2020-10-14,  170,   32,  210,,,23.9,,,,9.4,,,,,,,,,,,,,,,,,   86,10173,   69,10146,   38,  128,  100,
,   98,  139,    0,    0,,2020-10-13,  320,   43,  330,,    1,22.8,,,,12.2,,,,,,,,,,,,,,,,,   97,10139,   73,10112,   49,  139,  117,
,  103,  134,    0,  218,,2020-10-12,   50,   61,   30,,    1,18.9,,,,14.4,,,,,,,,,,,,,,,,,   97,10146,   94,10125,   90,  156,  150,
,   58,   81,    0,  173,,2020-10-11,  100,   25,  120,,    1,21.7,,,,18.3,,,,,,,,,,,,,,,,,   93,10169,   90,10149,   81,  189,  183,
,   72,   89,    0,    0,,2020-10-10,  200,   38,  190,,,23.3,,,,15.6,,,,,,,,,,,,,,,,,   91,10176,   81,10152,   71,  167,  156,
,   67,   98,    0,    0,,2020-10-09,  210,   31,  170,,,21.7,,,,10.0,,,,,,,,,,,,,,,,,   83,10230,   64,10207,   38,  122,   89,
,   98,  130,    0,    0,,2020-10-08,  330,   49,  340,,,21.7,,,,12.8,,,,,,,,,,,,,,,,,   73,10186,   52,10149,   38,  122,   72,
,   94,  134,    0,    0,,2020-10-07,  240,   39,  260,,,27.2,,,,13.3,,,,,,,,,,,,,,,,,   93,10105,   64,10085,   41,  161,  128,
,   67,   89,    0,    0,,2020-10-06,  170,   29,  200,,,22.2,,,,9.4,,,,,,,,,,,,,,,,,   90,10190,   73,10173,   53,  133,  111,
,   94,  125,    0,    5,,2020-10-05,  320,   36,  310,,,21.1,,,,12.2,,,,,,,,,,,,,,,,,   87,10217,   63,10190,   42,  122,   89,
,   45,   63,    0,    0,,2020-10-04,  120,   18,  110,,,21.1,,,,8.9,,,,,,,,,,,,,,,,,   90,10220,   65,10203,   39,  117,   83,
,   67,   89,    0,    0,,2020-10-03,  320,   30,  320,,,20.0,,,,9.4,,,,,,,,,,,,,,,,,   89,10240,   58,10213,   35,  100,   56,
,   76,  112,    0,   18,,2020-10-02,  340,   38,  320,,,20.6,,,,12.2,,,,,,,,,,,,,,,,,   90,10179,   64,10146,   40,  122,   89,
,   72,   89,    0,   10,,2020-10-01,  360,   28,  360,,,24.4,,,,13.9,,,,,,,,,,,,,,,,,   90,10139,   71,10112,   47,  150,  122,
,   76,  116,    0,   25,,2020-09-30,  200,   48,  180,,    1,21.7,,,,12.8,,,,,,,,,,,,,,,,,   93,10098,   69,10064,   46,  139,  111,
,  112,  152,    0,   51,,2020-09-29,  330,   53,  330,,    1,26.7,,,,13.9,,,,,,,,,,,,,,,,,   93,10088,   81,10068,   68,  189,  178,
,   72,   94,    0,    3,,2020-09-28,  170,   41,  180,,,27.2,,,,19.4,,,,,,,,,,,,,,,,,   93,10119,   82,10095,   69,  206,  194,
,   40,   49,    0,   13,,2020-09-27,  180,   17,  190,,    1,25.6,,,,20.0,,,,,,,,,,,,,,,,,   96,10142,   86,10119,   69,  200,  194,
,   45,   58,    0,   74,,2020-09-26,   20,   24,   30,,    1,22.2,,,,16.7,,,,,,,,,,,,,,,,,   97,10166,   89,10149,   79,  183,  178,
